item_id,event_type,title,authors,time,room,abstract,item_url,source_label,source
65659,Poster,Inference Time Concept Removal Guidance for Text-to-Image Diffusion Models,Yoonseok Choi ⋅ Chaeyoung Oh ⋅ Hyunjun Choi ⋅ Seokin Seo ⋅ Kee-Eung Kim,"Jul 8, 2:30 PM - 4:15 PM",HALL A,"Text-to-image diffusion models remain vulnerable to adversarial prompts that elicit disallowed content, motivating reliable inference-time controls. A popular approach is negative guidance, which subtracts a negative-prompt direction with a fixed weight. However, it often forces a safety–fidelity trade-off, causing artifacts or prompt drift when over-applied and failing under attacks when under-applied. Recent dynamic variants reweight guidance using posterior-odds signals, which can be brittle for open-vocabulary compositional prompts, while lightweight similarity-based methods do not leverage the evolving image evidence along the denoising trajectory. We introduce Concept Removal Guidance (CRG), a training-free, plug-and-play method that estimates unwanted-concept presence at each diffusion step using only the noise predictions from the model, and then adaptively gates and calibrates negative guidance via a closed-form constrained update that enforces a target presence threshold while minimally perturbing the conditional trajectory. Across multiple red-teaming benchmarks, CRG significantly reduces attack success rates while improving benign fidelity, and additional suppression targets such as artist style and violence without fine-tuning or external classifiers.",https://icml.cc/virtual/2026/poster/65659,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
61683,Poster,Post-Training with Policy Gradients: Optimality and the Base Model Barrier,Alireza Mousavi-Hosseini ⋅ Murat Erdogdu,"Jul 9, 5:00 PM - 6:45 PM",HALL A,"We study post-training linear autoregressive models with outcome and process rewards. Given a context $\boldsymbol{x}$, the model must predict the response $\boldsymbol{y} \in \mathcal{Y}^N$, a sequence of length $N$ that satisfies a standard $\gamma$ margin assumption extended to sequences. We prove that on test samples where the base model achieves a non-trivial likelihood $\alpha$, a variant of policy gradient (PG) can achieve likelihood $1 - \varepsilon$ with an essentially minimax optimal number of reward queries $\tilde{\mathcal{O}}((\alpha^{-1} + \varepsilon^{-1})/\gamma^2)$. However, a barrier arises for going beyond the support of the base model. We prove that the overall expected error after post-training with outcome rewards is governed by a property of the base model we call the *Likelihood Quantile* (LQ), and that variants of PG, while minimax optimal, may require a number of reward queries exponential in $N$ to go beyond this support, regardless of the pre-training algorithm. To overcome this barrier, we study post-training with a process reward model, and demonstrate how PG variants in this setting avoid the curse of dimensionality in $N$ via dependence on a token-level LQ. Along the way, we prove that under the margin condition, SGD with adaptive learning rate (LR) achieves a near optimal test error for statistical learning, and PG with adaptive LR achieves a near optimal number of mistakes for online learning while being computationally efficient whenever possible, both of which may be of independent interest.",https://icml.cc/virtual/2026/poster/61683,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
65469,Poster,FlexRank: Nested Low-Rank Knowledge Decomposition for Adaptive Model Deployment,Riccardo Zaccone ⋅ Stefanos Laskaridis ⋅ Marco Ciccone ⋅ Samuel Horváth,"Jul 8, 2:30 PM - 4:15 PM",HALL A,"The growing scale of deep neural networks, encompassing large language models (LLMs) and vision transformers (ViTs), has made training from scratch prohibitively expensive and deployment increasingly costly. These models are often used as computational monoliths with fixed cost, a rigidity that does not leverage overparametrized architectures and largely hinders adaptive deployment across different cost budgets. We argue that importance-ordered nested components can be extracted from pretrained models, and selectively activated on the available computational budget. To this end, our proposed _FlexRank_ method leverages low-rank weight decomposition with nested, importance-based consolidation to extract submodels of increasing capabilities. Our approach enables a _""train-once, deploy-everywhere""_ paradigm that offers a graceful trade-off between cost and performance without training from scratch for each budget - advancing practical deployment of large models.",https://icml.cc/virtual/2026/poster/65469,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
62989,Poster,How much can language models memorize?,John Morris ⋅ Chawin Sitawarin ⋅ Narine Kokhlikyan ⋅ Chuan Guo ⋅ Edward Suh ⋅ Alexander Rush ⋅ Kamalika Chaudhuri ⋅ Saeed Mahloujifar,"Jul 9, 5:00 PM - 6:45 PM",HALL A,"We propose a new method for estimating how much a model knows about a datapoint and use it to measure the capacity of modern language models. Prior studies of language model memorization have struggled to disentangle memorization from generalization. We formally separate memorization into two components: unintended memorization, the information a model contains about a specific dataset, and generalization, the information a model contains about the true data-generation process. When we completely eliminate generalization, we can compute the total memorization, which provides an estimate of model capacity: our measurements estimate that GPT-style models have a capacity of approximately 3.6 bits per parameter. We train language models on datasets of increasing size and observe that models memorize until their capacity fills, at which point unintended memorization decreases as models begin to generalize. We train hundreds of transformer language models ranging from 500K to 1.5B parameters and produce a series of scaling laws relating model capacity and data size to membership inference.",https://icml.cc/virtual/2026/poster/62989,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
66243,Poster,Skill Neologisms: Towards Skill-based Continual Learning,Antonin Berthon ⋅ Nicolás Astorga ⋅ Mihaela van der Schaar,"Jul 7, 2:00 PM - 3:45 PM",HALL A,"Modern LLMs show mastery over an ever-growing range of skills, as well as the ability to compose them flexibly. However, extending model capabilities to new skills in a scalable manner is an open-problem: fine-tuning and parameter-efficient variants risk catastrophic forgetting, while context-based approaches have limited expressiveness and are constrained by the model's effective context. We explore \textit{skill neologisms}--i.e., soft tokens integrated in the model's vocabulary and optimized to improve capabilities over a specific skill--as a way to selectively extend model capabilities to new skills without weight updates. We first observe that off-the-shelf pre-trained LLMs already demonstrate tokens associated with procedural knowledge. We then show that skill neologisms can be learned to improve model capabilities on specific skills while being composable with out-of-distribution skills, and that independently trained skill neologisms can be composed zero-shot. These results suggest that skill neologisms may provide a scalable path towards skill-based continual learning.",https://icml.cc/virtual/2026/poster/66243,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
64675,Poster,VideoFlexTok: Flexible-Length Coarse-to-Fine Video Tokenization,Andrei Atanov ⋅ Jesse Allardice ⋅ Roman Bachmann ⋅ Oğuzhan Fatih Kar ⋅ R Devon Hjelm ⋅ David Griffiths ⋅ Peter Fu ⋅ Amir Zamir ⋅ Afshin Dehghan,"Jul 7, 2:00 PM - 3:45 PM",HALL A,"Visual tokenizers map high-dimensional raw pixels into a compressed representation for downstream modeling, e.g., conditional video generation. Beyond compression, tokenizers define what information is preserved and how it is organized. A _de facto_ standard approach is to represent a video with a spatiotemporal 3D grid of tokens, each corresponding to a local patch in the original signal. This requires a downstream model, e.g., a text-to-video model, to learn to predict all low-level details ``pixel-by-pixel'' irrespective of the video's inherent complexity, resulting in high computational cost during training. We present VideoFlexTok, a tokenizer that represents videos with a _variable-length sequence of tokens structured in a coarse-to-fine manner_, where the first tokens capture abstract information like semantics and motion and later tokens provide fine-grained details. The generative flow decoder enables realistic video reconstructions from any token count. This representation structure allows adapting the tokens count to particular downstream needs and encode videos longer than the 3D grid approach under the same budget. We evaluate VideoFlexTok on class-to-video and text-to-video generative tasks and show that it leads to more efficient training compared to 3D grid tokens, e.g., achieving comparable generation quality (gFVD and ViCLIP Score) with a 10x smaller model (0.4B vs 3.6B). Finally, we demonstrate how VideoFlexTok can enable long video generation without prohibitive computational cost by training a text-to-video model on 10-second 81-frame videos with only 672 tokens, 8x fewer than a comparable 3D grid tokenizer.",https://icml.cc/virtual/2026/poster/64675,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
63217,Poster,BFTS: Thompson Sampling with Bayesian Additive Regression Trees,Ruizhe Deng ⋅ Bibhas Chakraborty ⋅ Ran Chen ⋅ Yan Shuo Tan,"Jul 8, 2:30 PM - 4:15 PM",HALL A,"We propose Bayesian Forest Thompson Sampling (BFTS), which performs Thompson sampling using arm-wise Bayesian Additive Regression Trees (BART) to model each action's mean reward and generate MCMC-based posterior draws for decision-making. We derive an information-theoretic Bayesian regret bound of order $\widetilde{\mathcal O}(K\sigma\sqrt{T})$ for ideal posterior sampling under a correctly specified Bayesian design. Empirically, BFTS achieves competitive regret on nonlinear synthetic benchmarks with near-nominal uncertainty calibration, attains the best average rank across nine OpenML contextual bandit benchmarks, and yields higher estimated policy values than linear, neural, and tree-ensemble baselines in a Drink Less micro-randomized trial case study. Across OpenML benchmarks, BFTS is robust to hyperparameter choices.",https://icml.cc/virtual/2026/poster/63217,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
65999,Poster,Asymptotic Optimality of the High-Dimensional Gaussian Mechanism and Improved Low-Dimensional Mechanisms for Differential Privacy,Alexander Bienstock ⋅ Antigoni Polychroniadou ⋅ Yu Wei,,,"The additive noise mechanism is a foundational tool for differential privacy (DP) of $T$-dimensional real-valued vector queries. The Gaussian mechanism, utilizing Gaussian noise, is the mostly widely used such mechanism, due to its simplicity and strong privacy guarantees. In this work, we provide justification for this choice, showing that as the dimension $T\to\infty$, the Gaussian mechanism has the lowest error among all additive noise mechanisms for all meaningful privacy regimes. We also develop a new family of *Spherical Generalized Gamma* DP mechanisms, which contains both the Gaussian mechanism and the recently studied $\ell_2$ mechanism (Joseph *et al.*, ICML 2025). We identify members of this family that outperform both the Gaussian and $\ell_2$ mechanisms in certain low-dimensional settings, and show tight composition of all mechanisms in this family, answering an open question of Joseph *et al.* regarding the $\ell_2$ mechanism.",https://icml.cc/virtual/2026/poster/65999,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
62018,Poster,Walrus: A Cross-domain Foundation Model for Continuum Dynamics,Michael McCabe ⋅ Payel Mukhopadhyay ⋅ Tanya Marwah ⋅ Bruno Régaldo-Saint Blancard ⋅ François Rozet ⋅ Cristiana Diaconu ⋅ Lucas Meyer ⋅ Kaze Wong ⋅ Hadi Sotoudeh ⋅ Alberto Bietti ⋅ Irina Espejo ⋅ Rio Fear ⋅ Siavash Golkar ⋅ Tom Hehir ⋅ Keiya Hirashima ⋅ Geraud Krawezik ⋅ Francois Lanusse ⋅ Rudy Morel ⋅ Ruben Ohana ⋅ Liam Parker ⋅ Mariel Pettee ⋅ Jeff Shen ⋅ Kyunghyun Cho ⋅ Miles Cranmer ⋅ Shirley Ho,"Jul 8, 10:30 AM - 12:15 PM",HALL A,"Foundation models have transformed machine learning for language and vision, but achieving comparable impact in physical simulation remains a challenge. Data heterogeneity and unstable long-term dynamics inhibit learning from sufficiently diverse dynamics, while varying resolutions and dimensionalities challenge efficient training on modern hardware. Through empirical and theoretical analysis, we incorporate new approaches to mitigate these obstacles, including a harmonic-analysis–based stabilization method, load-balanced distributed 2D-3D training strategies, and compute-adaptive tokenization. Using these tools, we develop \Walrus, a transformer-based foundation model developed primarily for fluid-like continuum dynamics. \Walrus\ is pretrained on nineteen diverse scenarios spanning astrophysics, geoscience, rheology, plasma physics, acoustics, and classical fluids. Experiments show that \Walrus\ outperforms prior foundation models on both short- and long-term prediction horizons on downstream tasks and across the breadth of pretraining data, while ablation studies confirm the value of our contributions to forecast stability, training throughput, and transfer performance over conventional approaches.",https://icml.cc/virtual/2026/poster/62018,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
61180,Poster,Latent Collaboration in Multi-Agent Systems,Jiaru Zou ⋅ Xiyuan Yang ⋅ Ruizhong Qiu ⋅ Gaotang Li ⋅ Katherine Tieu ⋅ Pan Lu ⋅ Ke Shen ⋅ Hanghang Tong ⋅ Yejin Choi ⋅ Jingrui He ⋅ James Zou ⋅ Mengdi Wang ⋅ Ling Yang,"Jul 9, 10:30 AM - 12:15 PM",HALL A,"Multi-agent systems (MAS) extend large language models (LLMs) from independent single-model reasoning to coordinative system-level intelligence. While existing LLM agents depend on text-based mediation for reasoning and communication, we take a step forward by enabling models to collaborate directly within the continuous latent space. We introduce LatentMAS, an end-to-end training-free framework that enables pure latent collaboration among LLM agents. In LatentMAS, each agent first performs auto-regressive latent thoughts generation through last-layer hidden embeddings instead of text. Then, a shared latent working memory preserves and transfers each agent's internal representations and latent thoughts, ensuring lossless information exchange without re-encoding. We provide detailed theoretical analyses showing that LatentMAS achieves higher expressiveness and lossless information preservation with lower overall complexity than standard text-based MAS. In addition, empirical evaluations across 9 comprehensive benchmarks spanning math and science reasoning, commonsense understanding, and code generation show that LatentMAS outperforms advanced single agents and text-based MAS baselines, achieving up to 14.6\% higher accuracy, reducing output token usage by 70.8\%-83.7\%, and providing 4$\times$-4.3$\times$ faster end-to-end inference. These results demonstrate that our new latent collaboration framework enhances system-level reasoning quality while providing consistent efficiency gains.",https://icml.cc/virtual/2026/poster/61180,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
66489,Poster,Efficiently Training Time-to-First-Spike Spiking Neural Networks from Scratch,Kaiwei Che ⋅ Wei Fang ⋅ Zhengyu Ma ⋅ Yifan Huang ⋅ Peng Xue ⋅ Li Yuan ⋅ Yonghong Tian,"Jul 7, 10:30 AM - 12:15 PM",HALL A,"Spiking Neural Networks (SNNs), with their event-driven and biologically inspired mechanisms, are well-suited for energy-efficient neuromorphic hardware. Neural coding, which is critical to SNNs, determines how information is represented via spikes. While Time-to-First-Spike (TTFS) coding uses a single spike per neuron to offer extreme sparsity and energy efficiency, it often suffers from unstable training and low accuracy due to its sparse firing. To address these challenges, we propose a training framework that incorporates parameter initialization, training normalization, a temporal output decoder, and a re-evaluation of the pooling layer. The proposed parameter initialization and training normalization mitigate signal diminishing and gradient vanishing, which helps stabilize training. Our output decoder aggregates temporal spikes to encourage earlier firing, thereby reducing latency. The re-evaluation of the pooling layer demonstrates that max-pooling violates single-spike constraints, which should be avoided, whereas average-pooling preserves them. Experiments show that our framework stabilizes and accelerates training, reduces latency, and achieves state-of-the-art accuracy for step-by-step TTFS SNNs on MNIST ($99.48\%$), Fashion-MNIST ($92.90\%$), CIFAR10 ($90.56\%$), CIFAR100 ($70.27\%$) and DVS Gesture ($95.83\%$).",https://icml.cc/virtual/2026/poster/66489,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
61834,Poster,Characterizing Agents in Production,Melissa Pan ⋅ Negar Arabzadeh ⋅ Riccardo Cogo ⋅ Yuxuan Zhu ⋅ Alexander Xiong ⋅ Lakshya A Agrawal ⋅ Huanzhi Mao ⋅ Emma Shen ⋅ Sid Pallerla ⋅ Liana Patel ⋅ Shu Liu ⋅ Tianneng Shi ⋅ Xiaoyuan Liu ⋅ Jared Davis ⋅ Emmanuele Lacavalla ⋅ Alessandro Basile ⋅ Shuyi Yang ⋅ Paul Castro ⋅ Daniel Kang ⋅ Koushik Sen ⋅ Dawn Song ⋅ Joseph E Gonzalez ⋅ Ion Stoica ⋅ Matei Zaharia ⋅ Marquita Ellis,"Jul 8, 10:30 AM - 12:15 PM",HALL A,"LLM-based agents already operate in production across many industries, yet we lack a clear understanding of which technical methods make these deployments successful. We present the first systematic study of Characterizing Agents in Production (CAP) using first-hand data from agent developers. We conducted 20 in-depth case studies through interviews and surveyed 306 practitioners across 26 domains. We examine why organizations build agents, how they build them, how they evaluate them, and the key challenges they face in deployment. Our findings show that production agents rely on simple, controllable approaches: 68% execute at most 10 steps before human intervention, 70% rely on prompting off-the-shelf models rather than weight tuning, and 74% depend primarily on human evaluation. Reliability—defined as consistent correct behavior over time—emerges as the dominant challenge, which practitioners address through system-level design choices. CAP documents the current state of production agents, providing the research community with visibility into real-world deployment practices and underexplored research opportunities.",https://icml.cc/virtual/2026/poster/61834,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
67168,Poster,"Position: VLM Causal Reasoning Benchmarks Should Probe Temporal Understanding, Not Presume It",Chinh Hoang ⋅ Mohammad Hasan,"Jul 7, 10:30 AM - 12:15 PM",HALL A,"This position paper argues that vision-language model (VLM) benchmarks for causal reasoning rely on two under-examined assumptions. First, benchmarks presuppose temporal constitution, the understanding of time as the medium through which causes produce effects, without testing it as a prerequisite. Second, they insufficiently distinguish external symbolic scaffolding from internalized capability; scaffolding-invariance is the diagnostic signature of genuine internalization. Drawing on frameworks from art, philosophy, and psychoanalysis, we propose diagnostics that probe these foundations. Preliminary evidence from three VLMs shows systematic disparity between fluent causal text and valid causal structure, and qualitatively different responses to identical scaffolding manipulation. None of these patterns indicates constitutive internalization. Progress requires benchmarks that test temporal understanding and scaffolding-invariance, not only output accuracy.",https://icml.cc/virtual/2026/poster/67168,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
64302,Poster,Stable-GFlowNet: Toward Diverse and Robust LLM Red-Teaming via Contrastive Trajectory Balance,Minchan Kwon ⋅ Sung Hyun Baek ⋅ Minseo Kim ⋅ Jaemyung Yu ⋅ Dongyoon Han ⋅ Junmo Kim,"Jul 7, 2:00 PM - 3:45 PM",HALL A,"Large Language Model Red-Teaming, which proactively identifies vulnerabilities of large language models, is an essential process for ensuring safety. Finding effective and diverse attacks in red team activities is important, but achieving both is challenging. Generative Flow Networks (GFN) that perform distribution matching are a promising method, but they are notorious for training instability and mode collapse. In particular, unstable reward functions in red team activities accelerate mode collapse. We propose Stable-GFN (S-GFN), which eliminates Z estimation in GFN and reduces training instability. S-GFN avoids Z-estimation through pairwise comparisons and employs a robust masking methodology against noisy rewards. Additionally, we propose a fluency stabilizer to prevent the model from getting stuck in local optima that produce gibberish. S-GFN provides more stable training while maintaining the optimal policy of GFN. We demonstrate the overwhelming attack performance and diversity of S-GFN across various settings.",https://icml.cc/virtual/2026/poster/64302,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
66016,Poster,SVD as a Fast Interpretability Method for Transformers,Min Xue ⋅ Artur Andrzejak,"Jul 8, 10:30 AM - 12:15 PM",HALL A,"Mechanistic interpretability of Transformer models commonly relies on training auxiliary proxy models, such as Sparse Autoencoders or Cross-Layer Transcoders. While effective, these post-hoc approaches introduce approximation bias and incur substantial computational overhead. We propose an alternative, training-free interpretability framework that directly exploits the Singular Value Decomposition (SVD) of weight matrices in Transformer MLP sublayers. By operating natively on model parameters, our method improves scalability while preserving fidelity to the original weights. We show that the projection matrices of MLP sublayers admit a natural decomposition into orthogonal, interpretable rank-1 subspaces, which we term **Detector-Effector Units** (DEUs). Within each unit, a singular vector functions as a detector of input patterns and modulates a coupled effector vector that encodes output semantics. Building on this structure, we introduce **Subspace Contribution Analysis** (SCA), a diagnostic method that quantifies the direct causal contribution of individual native subspaces to model predictions. Experiments across the GPT-2 family demonstrate that our framework, **Native Network Anatomy** (NaNA), identifies dominant functional pathways with orders-of-magnitude efficiency gains over training-based interpretability baselines, while maintaining weight fidelity. Our results suggest that SVD-based analyses provide a scalable and faithful alternative to learned proxy approaches for mechanistic interpretability.",https://icml.cc/virtual/2026/poster/66016,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
62432,Poster,A Regret Minimization Framework on Preference Learning in Large Language Models,Suhwan Kim ⋅ Taehyun Cho ⋅ Youngsoo Jang ⋅ Geon-Hyeong Kim ⋅ Yu Jin Kim ⋅ Moontae Lee ⋅ Jungwoo Lee,"Jul 7, 2:00 PM - 3:45 PM",HALL A,"Reinforcement learning with verifiable rewards (RLVR) has enabled progress on reasoning-intensive tasks by relying on task-specific verifiers that provide automated correctness signals. However, many realistic language tasks are difficult to equip with reliable verifiers, motivating a growing reliance on reinforcement learning from human feedback (RLHF). In this setting, we argue that a closer examination of how human feedback should be interpreted is essential. We introduce Regret-based Preference Optimization (RePO), which reframes RLHF through *regret minimization* rather than reward maximization. Human preferences are often shaped by *prospective* anticipation of outcomes and *counterfactual* comparisons to alternative behaviors, rather than by immediate, outcome-independent utility. RePO captures this structure by modeling preferences as behavior-conditioned assessments of relative suboptimality. Within a KL-regularized reinforcement learning framework, RePO admits a closed-form policy update compatible with direct preference optimization. Experiments on mathematical reasoning benchmarks and human-annotated preference datasets demonstrate consistent performance gains, indicating that regret-based preference learning is an effective and human-aligned approach for training large language models.",https://icml.cc/virtual/2026/poster/62432,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
65994,Poster,End-to-End Compression for Tabular Foundation Models,Guri Zabërgja ⋅ Rafiq Kamel ⋅ Arlind Kadra ⋅ Christian Frey ⋅ Josif Grabocka,"Jul 7, 10:30 AM - 12:15 PM",HALL A,"The long-standing dominance of gradient-boosted decision trees for tabular data has recently been challenged by in-context learning tabular foundation models. In-context learning methods fit and predict in one forward pass without parameter updates by leveraging the training data as context for predicting on query test points. While recent tabular foundation models achieve state-of-the-art performance, their transformer architecture based on the attention mechanism has quadratic complexity regarding dataset size, which in turn increases the overhead on training and inference time, and limits the capacity of the models to handle large-scale datasets. In this work, we propose TACO, an end-to-end tabular compression model that compresses the training dataset in a latent space. We test our method on the TabArena benchmark, where our proposed method is up to 94x faster in inference time, while consuming up to 97% less memory compared to the state-of-the-art tabular Transformer architecture, all while retaining performance without significant degradation. Lastly, our method not only scales better with increased dataset sizes, but it also achieves better performance compared to other baselines.",https://icml.cc/virtual/2026/poster/65994,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
60727,Poster,Towards Unified Multimodal Pretraining,Shengbang Tong ⋅ David Fan ⋅ John Nguyen ⋅ Ellis Brown ⋅ Gaoyue Zhou ⋅ Shengyi Qian ⋅ Boyang Zheng ⋅ Théophane Vallaeys ⋅ Rob Fergus ⋅ Naila Murray ⋅ Marjan Ghazvininejad ⋅ Mike Lewis ⋅ Jakob Verbeek ⋅ Nicolas Ballas ⋅ Amir Bar ⋅ Michael Rabbat ⋅ Yann LeCun ⋅ Luke Zettlemoyer ⋅ Saining Xie ⋅ Koustuv Sinha,"Jul 7, 10:30 AM - 12:15 PM",HALL A,"Unified multimodal models aim to input and output both vision and language data within a single system. In this work, we explore the design space of Unified Multimodal Pretraining through a controlled, from-scratch study. We find that leveraging a single high-dimensional semantic encoder (e.g. SigLIP 2) achieves the best combined performance for both visual understanding and generation. Furthermore, we observe that integrating diverse visual data---including raw video and image-text pairs---has minimal impact on language capabilities, suggesting that vision and text are compatible within a single unified model. We identify positive synergy where joint pretraining enhances downstream capabilities such as Visual Question Answering (VQA) and World Modeling. Turning to architecture, we investigate Mixture-of-Experts (MoE) design choices, such as granularity and sparsity, to identify an effective training recipe. Finally, we quantify scaling dynamics via IsoFLOP analysis and uncover a scaling asymmetry: language scaling is parameter-hungry, while vision scaling is significantly more data-hungry. We demonstrate that MoE architectures help address this imbalance by decoupling total parameter capacity from active compute, enabling the high capacity required for language while also accommodating the data-intensive nature of vision.",https://icml.cc/virtual/2026/poster/60727,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
61383,Poster,Generalizable and Composable Multi-Model Embedding Translation,Beining Yang ⋅ Yang Cao,"Jul 7, 2:00 PM - 3:45 PM",HALL A,"Embedding translation enables interoperability across embedding models, allowing embedding vectors to be reused without costly re-embedding. However, existing methods are typically evaluated under simplified pairwise and i.i.d. settings and behave as black boxes at inference time, leading to unreliable performance under out-of-distribution (OOD) inputs, multi-model mixing, and composed translations. We analyze embedding translation from a geometric perspective and derive an interpretable error bound that explains systematic error amplification under OOD inputs, mixing and chaining. Building on this, we propose a geometry-aware confidence metric and a Hierarchical Mixture of Experts (HMoE) framework with localized, parameter-efficient adaptation. Following the MTEB leaderboard, we conduct large-scale experiments over 10 embedding models and 6 datasets across 90 pairwise translation settings. HMoE outperforms every baseline for every model pair over every dataset under OOD scenarios. Furthermore, multi-model mixing and chaining only degrade our performance in Recall@100 by $0.5\% -- 2.6\%$, compared to $7.2\% -- 92.3\%$ recall drop by existing methods.",https://icml.cc/virtual/2026/poster/61383,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
62420,Poster,Evaluating Robustness of Reasoning Models on Parameterized Logical Problems,Naïm Es-sebbani ⋅ Esteban Marquer ⋅ Yakoub Salhi ⋅ Zied Bouraoui,"Jul 8, 10:30 AM - 12:15 PM",HALL A,"Logic provides a controlled testbed for evaluating LLM-based reasoners, yet standard SAT-style benchmarks often conflate surface difficulty (length, wording, clause order) with the structural phenomena that actually determine satisfiability. We introduce a diagnostic benchmark for \emph{2-SAT} built from parameterized families of structured 2--CNF formulas, where satisfiability is characterized by the implication graph and can be tuned along interpretable axes. Our generators isolate distinct competencies and failure modes: (i) contradiction-cycle UNSAT cores with controllable size and imbalance, (ii) SAT instances with a prescribed fraction of free variables to control solution multiplicity, (iii) planted backbones that modulate propagation, (iv) late bridge clauses that couple otherwise monotone regions to probe sensitivity to ordering and revision, and (v) symmetry/duplication variants that test abstraction under renaming and redundant structure. We evaluate LLM-based reasoners on decision accuracy and assignment validity, and quantify robustness under semantics-preserving perturbations such as clause reordering, filler clauses, and variable renaming. Across models, we observe sharp performance transitions under targeted structural interventions even when surface statistics are held fixed, revealing brittleness regimes that are invisible to aggregate SAT accuracy.",https://icml.cc/virtual/2026/poster/62420,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
67242,Poster,Position: Universal Aesthetic Alignment Narrows Artistic Expression,Wenqi Guo ⋅ Qingyun Qian ⋅ Khalad Hasan ⋅ Shan Du,"Jul 9, 2:30 PM - 4:15 PM",HALL A,"Over-aligning image generation models to a generalized aesthetic preference conflicts with user intent, particularly when ""anti-aesthetic"" outputs are requested for artistic or critical purposes. This adherence prioritizes developer-centered values, compromising user autonomy and aesthetic pluralism. We test this bias by constructing a wide-spectrum aesthetics dataset and evaluating state-of-the-art generation and reward models. This position paper finds that aesthetic-aligned generation models frequently default to conventionally beautiful outputs, failing to respect instructions for low-quality or negative imagery. Crucially, reward models penalize anti-aesthetic images even when they perfectly match the explicit user prompt. We confirm this systemic bias through image-to-image editing and evaluation against real abstract artworks.",https://icml.cc/virtual/2026/poster/67242,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
62572,Poster,Provable Bounds for the Learnability of Sample-Compressible Families from Noisy Samples,Arefe Boushehrian ⋅ Amir Najafi,"Jul 7, 10:30 AM - 12:15 PM",HALL A,"Learning distribution families over $\mathbb{R}^d$ is a fundamental problem in unsupervised learning and statistics. A central question in this setting is whether a given family of distributions possesses sufficient structure to be (at least) information-theoretically learnable and, if so, to characterize its sample complexity. In 2018, Ashtiani et al. (2018) reformulated sample compressibility as a structural property of distribution classes, proving that it guarantees PAC-learnability. This discovery subsequently enabled a series of recent advancements in deriving nearly tight sample complexity bounds for various high-dimensional open problems. It has been further conjectured that the converse also holds: every learnable class admits a sample compression scheme, making the two notions to be equivalent. In this work, we establish that sample compressible families remain learnable even from perturbed samples, subject to a set of minimax-necessary and sufficient conditions. In particular, we assume samples are corrupted by an additive independent noise model, and theoretically derive sample complexity bounds for general sample compressible classes in arbitrary dimensions with respect to both $\ell_2$-norm and total variation distance.",https://icml.cc/virtual/2026/poster/62572,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
61870,Poster,mHC: Manifold-Constrained Hyper-Connections,Zhenda Xie ⋅ Yixuan Wei ⋅ Huanqi Cao ⋅ Chenggang Zhao ⋅ Chengqi Deng ⋅ Jiashi Li ⋅ Damai Dai ⋅ Huazuo Gao ⋅ Mingyu Xu ⋅ Kuai Yu ⋅ Liang Zhao ⋅ Shangyan Zhou ⋅ Zhean Xu ⋅ Zhengyan Zhang ⋅ Wangding Zeng ⋅ Shengding Hu ⋅ Yuqing Wang ⋅ Jingyang Yuan ⋅ Lean Wang ⋅ Wenfeng Liang,,,"Recently, studies exemplified by Hyper-Connections (HC) have extended the ubiquitous residual connection paradigm established over the past decade by expanding the residual stream width and diversifying connectivity patterns. While yielding substantial performance gains, this diversification fundamentally compromises the identity mapping property intrinsic to the residual connection, which causes severe training instability and restricted scalability, and additionally incurs notable memory access overhead. To address these challenges, we propose Manifold-Constrained Hyper-Connections (mHC), a general framework that projects the residual connection space of HC onto a specific manifold to restore the identity mapping property, while incorporating rigorous infrastructure optimization to ensure efficiency. Empirical experiments demonstrate that mHC is effective for training at scale, offering tangible performance improvements and superior scalability. We anticipate that mHC, as a flexible and practical extension of HC, will contribute to a deeper understanding of topological architecture design and suggest promising directions for the evolution of foundational models.",https://icml.cc/virtual/2026/poster/61870,spotlight,https://icml.cc/virtual/2026/events/2026SpotlightPosters
